id,prova,área,tema,enunciado,a,b,c,d,gabarito,respostacerta,referência,comentários,imagem,incluir_na_prova
7ecb6d7f-129a-46fe-9feb-420c34247c3f,TARO 2015,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,A síndrome centrolobular ocorre em idosos por mecanismo de:,"Hiperextensão, e cursa com tetraparesia que afeta mais os membros inferiores.","Hiperextensão, e cursa com tetraparesia que afeta mais os membros superiores","Hiperflexão, e cursa com tetraparesia que afeta mais os membros superiores.","Hiperflexão, e cursa com tetraparesia que afeta mais os membros inferiores",B,"Hiperextensão, e cursa com tetraparesia que afeta mais os membros superiores",CAMPBELL'S,"Geralmente, os pacientes apresentam uma tetraparesia envolvendo os membros superiores em maior grau que os membros inferiores. Esta síndrome geralmente resulta de uma lesão por hiperextensão em um indivíduo idoso.",,False
88e991fd-afb0-475d-9fea-4d4fbfdabc04,TARO 2019,Cirurgia do Ombro e Cotovelo,Síndrome do desfiladeiro torácico,"No desfiladeiro torácico, a síndrome de PAGET-SCHROETTER é caracterizada pela compressão",da veia subclávia.,da artéria subclávia.,do tronco inferior do plexo.,do tronco superior do plexo.,A,da veia subclávia.,SIZÍNIO,"A síndrome de Paget-Schroetter, também conhecida como trombose de esforço, é uma trombose venosa profunda da veia subclávia, frequentemente associada à compressão no desfiladeiro torácico.",,False
2050633f-17d7-4d47-b607-390a2fd9fab0,TEOT 2025,Cirurgia do Pé e Tornozelo,Pioartrites,"Na tuberculose óssea, quando há presença de lesões isoladas no pé, os ossos mais acometidos são",tálus e navicular.,tálus e calcâneo.,cuboide e calcâneo.,navicular e cuboide.,B,tálus e calcâneo.,CAMPBELL'S,"Gabarito B. A tuberculose osteoarticular prefere grandes articulações sinoviais e ossos com grande quantidade de medular esponjosa. Embora o pé não seja o local mais comum (atrás da coluna, quadril e joelho), quando ele é acometido isoladamente, os ossos mais envolvidos são os maiores ossos do tarso, que possuem maior volume esponjoso e vascularização: o tálus e o calcâneo.",https://i.imgur.com/QUwAbeS.png,False
06db0cb7-f6b7-4495-8c38-64d1bdf0d3a0,BANCO PRÓPRIO,Ciência Básica,Biomecânica do Ombro,O off-set umeral é medido por meio da distância,F-G.,M-H.,F-H.,B-C.,A,F-G.,CAMPBELL'S,"Gabarito: A. Excelente! O off-set umeral, crucial para o entendimento da anatomia funcional do ombro, de fato corresponde à distância F-G na imagem.  Ele representa a distância perpendicular entre o centro de rotação da cabeça umeral (ponto A) e o eixo da diáfise umeral (linha F-G), sendo essencial para manter o espaço subacromial e prevenir o impacto.  Um menor off-set predispõe ao impacto subacromial, pois aproxima a tuberosidade maior do acrômio. As outras medidas na imagem representam: B-C (diâmetro da cabeça umeral), M-H (largura da glenoide) e F-H (distância entre o centro da cabeça e a borda lateral da glenoide).
",https://i.imgur.com/edGQrhg.png,False
6a375799-0727-4486-b6b1-2dee27147084,TARO 2024,Cirurgia do Quadril,Artroscopia de quadril,"Na artroscopia do quadril, a confecção do portal anterior transpassa os músculos",sartório e reto femoral.,sartório e piriforme,glúteo médio e mínimo.,glúteo médio e reto femoral.,A,sartório e reto femoral.,CAMPBELL'S,"Gabarito: A. Perfeito! O portal anterior, na artroscopia do quadril, é criado pela dissecção entre o músculo sartório e o reto femoral.  Essa localização é crucial para acessar a articulação do quadril de forma segura, minimizando o risco de lesões neurovasculares. Lembrem-se que o nervo femoral e a artéria femoral estão localizados lateralmente ao portal anterior, enquanto o nervo cutâneo femoral lateral está localizado medialmente.  As outras alternativas estão incorretas, pois mencionam músculos que não são relevantes para a confecção do portal anterior, como o piriforme (um rotador externo profundo do quadril) e os glúteos médio e mínimo (abdutores do quadril localizados na face lateral).
",,False
9d2e8d98-91a4-4ff8-a0a6-33d3b4fc6539,BANCO PRÓPRIO,Ciência Básica,Biomecânica do Ombro,O offset lateral do úmero é determinado pela distância entre a,margem lateral da glenoide e a margem medial do tubérculo maior.,margem lateral da glenoide e a margem medial do tubérculo maior.,margem medial da glenoide e a margem medial do tubérculo maior.,base lateral do processo coracoide e a margem lateral do tubérculo maior.,C,margem medial da glenoide e a margem medial do tubérculo maior.,CAMPBELL'S,"O gabarito está correto. O offset lateral do úmero descreve a distância perpendicular entre o centro de rotação da cabeça umeral e a linha da superfície articular da glenoide, representando o braço de momento do manguito rotador. Clinicamente, é medido pela distância entre a margem medial da glenoide e a margem medial do tubérculo maior. A perda do offset lateral leva à diminuição da força de abdução do ombro e à migração cranial da cabeça umeral.  As outras alternativas apresentam pontos de referência incorretos para a mensuração do offset lateral.
",,False
854abcc1-1b8b-4410-ac5c-d5d30de157d8,TARO 2023,Anatomia,Vias de acesso do Pé e Tornozelo,"Na abordagem cirúrgica medial do tornozelo, a linha C marcada na imagem a seguir corresponde ao acesso de",KOCHER.,BROOMHEAD.,KOENIG e SCHAEFER.,COLONNA e RALSTON.,D,COLONNA e RALSTON.,CAMPBELL'S,"A imagem da referência mostra as incisões para abordagens mediais da articulação do tornozelo: Koenig e Schaefer (A), Broomhead (B) e Colonna e Ralston (C).",https://i.imgur.com/TX0jFIx.jpeg,False
240c192d-abc4-4f1a-8686-12619080fd17,TARO 2020,Cirurgia do Quadril,Fraturas periprotéticas do quadril,"Na fratura periprotetica na imagem a seguir, a melhor forma de tratamento é a osteossíntese interna com",uso de enxerto ósseo.,uso de cerclagem isolada.,revisão do componente femoral.,manutenção do componente femoral.,C,revisão do componente femoral.,CAMPBELL'S,"A imagem mostra uma fratura ao redor de uma haste femoral, que parece solta (tipo B2 da classificação de Vancouver). Se a haste estiver solta, como nas fraturas do tipo B2, a revisão com um componente femoral de haste longa é preferível.",,False
803df6b1-268e-49ae-bfb4-8b6202fb498f,BANCO PRÓPRIO,Ciência Básica,Biomecânica do Ombro,A retração da escápula é composta pela associação dos movimentos,"rotação externa, inclinação posterior, rotação superior e translação lateral.","rotação externa, inclinação posterior, rotação superior e translação lateral.","rotação interna, inclinação anterior, rotação superior e translação medial.","rotação externa, inclinação anterior, rotação inferior e translação medial.",A,"rotação externa, inclinação posterior, rotação superior e translação lateral.",CAMPBELL'S,"O gabarito correto é, de fato, a letra A. A retração escapular, fundamental para a adequada função do ombro,  é uma combinação de movimentos que posicionam a glenóide de forma ideal para receber a cabeça umeral.  Esses movimentos incluem rotação externa (afastando o ângulo inferior da coluna), inclinação posterior (basculando a glenóide para cima), rotação superior (elevando a cavidade glenóide) e translação lateral (movendo a escápula lateralmente ao longo do tórax). As demais alternativas descrevem combinações de movimentos incompatíveis com a retração escapular. Por exemplo, a rotação interna e a translação medial (alternativa C)  aproximam o ângulo inferior da coluna,  o oposto do que ocorre na retração.  A rotação inferior da escápula (alternativa D) abaixa a cavidade glenóide, também incorreto.
",,False
58af4906-8b66-4ed8-a366-e253259495bb,TEOT 2023,Anatomia,Vias de acesso do cotovelo,"A abordagem de KOCHER no cotovelo ocorre entre os músculos ""1"" e ""2"" que são, respectivamente,",extensor dos dedos e ancôneo.,extensor ulnar do carpo e ancôneo.,extensor radial curto do carpo e extensor dos dedos.,extensor radial longo do carpo e extensor radial curto do carpo.,B,extensor ulnar do carpo e ancôneo.,CAMPBELL'S,"A resposta correta é de fato a alternativa B. A abordagem de Kocher, classicamente utilizada para redução e fixação de fraturas do capitelo radial,  é realizada através de uma incisão lateral no cotovelo, dissecando entre o extensor ulnar do carpo (medialmente) e o músculo ancôneo (lateralmente). A imagem demonstra claramente a divulsão entre esses dois músculos, sendo o ancôneo (2) o músculo mais posterior e o extensor ulnar do carpo (1) o mais anterior na dissecção.  Vale lembrar que o nervo ulnar corre posteriormente ao epicôndilo medial e deve ser cuidadosamente protegido durante essa abordagem. As outras alternativas apresentam músculos que não fazem parte dos limites da via de acesso de Kocher.
",,False
d7263bcc-7aa0-41f3-a3fb-c209c094856a,BANCO PRÓPRIO,Cirurgia do Ombro e Cotovelo,Deformidade de Sprengel,A deformidade de SPRENGEL (escápula alta congênita) está frequentemente associada à presença de,escoliose congênita do tipo falha de segmentação.,síndrome de MARFAN e frouxidão ligamentar.,paralisia obstétrica do plexo braquial.,síndrome de KLIPPEL-FEIL e osso omovertebral.,D,síndrome de KLIPPEL-FEIL e osso omovertebral.,GERALDO MOTA,"Gabarito D. A Deformidade de SPRENGEL é a anomalia congênita mais comum da escápula, causada por uma falha na descida embrionária. Ela tem uma associação clássica com o osso omovertebral (uma conexão óssea ou fibrocartilaginosa da escápula com a coluna cervical) em cerca de 25-30% dos casos. Além disso, está fortemente ligada a outras anomalias vertebrais cervicais, notadamente a síndrome de KLIPPEL-FEIL (fusão de vértebras cervicais).",,False
a3121418-7bec-4fcd-b421-98bdc1dd14a0,TARO 2015,Cirurgia do Quadril,Fraturas Subtrocanterianas,"Durante o tratamento cirúrgico da fratura subtrocanteriana do fêmur, com haste cefalomedular, é indicação de revisão imediata da síntese",o desvio em varo de 10 graus.,o desvio rotacional de 10 graus.,"o encurtamento de 2,5 cm.",a flexão do fragmento proximal de 15 graus.,C,"o encurtamento de 2,5 cm.",ROCKWOOD'S,"Se for observada uma malrotação superior a 15 graus ou uma discrepância de comprimento dos membros superior a 2 cm, a revisão cirúrgica deve ser realizada sob a mesma anestesia.",,False
1f3ef081-637e-49e8-bb56-b3dd86fd2a8a,TARO 2015,Cirurgia do Quadril,Artroscopia de quadril,"Na artroscopia do quadril, a lesão do nervo cutâneo femoral lateral é uma complicação que ocorre com a",medialização do portal anterior.,lateralização do portal anterior.,medialização do portal anterolateral.,lateralização do portal anterolateral.,A,medialização do portal anterior.,CAMPBELL'S,O nervo cutâneo femoral lateral também pode ser danificado se o portal anterior for colocado muito medialmente.,,False
acde16a8-e438-4bdf-92a9-5a00f7da761f,TARO 2025,Ciência Básica,Exame Físico da Coluna,"Na semiologia da coluna, a manobra na qual a unha do dedo médio é resvalada, desencadeando a flexão da falange distal do indicador e do polegar, é conhecida como",sinal de HOFFMAN.,sinal de LHERMITTE.,teste de SPURLING.,sinal de OPPENHEIM.,A,sinal de HOFFMAN.,GERALDO MOTA,"Gabarito: A. O sinal de Hoffman é um reflexo tendíneo longo patológico dos membros superiores, sugestivo de compressão medular cervical ou disfunção do neurônio motor superior. É realizado segurando o dedo médio do paciente pela falange proximal e fletindo a falange distal. Um teste positivo é observado quando há flexão involuntária do polegar e/ou indicador ipsilateral.  O sinal de Lhermitte é uma sensação de choque elétrico que percorre a coluna e os membros, desencadeada pela flexão do pescoço. O teste de Spurling avalia a radiculopatia cervical por meio da extensão e rotação lateral do pescoço, com compressão axial. O sinal de Oppenheim é um reflexo patológico dos membros inferiores, evocado pela fricção firme da tíbia, e indica lesão do neurônio motor superior.
",,False
01cff4b0-9e66-4645-9c2a-0c711aff5a12,TARO 2018,Cirurgia do Quadril,Fraturas Subtrocanterianas,"Nas fraturas subtrocantéricas com desvio, o fragmento proximal está em flexão,",adução e rotação lateral.,adução e rotação medial.,abdução e rotação lateral.,abdução e rotação medial.,C,abdução e rotação lateral.,CAMPBELL'S,"Os resultados dessas inserções musculares incluem abdução, rotação externa e flexão do fragmento proximal e medialização do fragmento distal.",,False
41b7cf70-91ee-4356-a6c5-0a3f7ee4cf5f,TARO 2020,Cirurgia do Quadril,Fraturas do anel pélvico,"No manejo inicial da lesão do anel pélvico tipo B1 de TILE, a redução é realizada com os membros inferiores em",flexão e adução.,flexão e abdução.,rotação interna e adução.,rotação interna e abdução.,C,rotação interna e adução.,SIZÍNIO,"A rotação interna e a adução dos membros também ajudam a reduzir deformidades em rotação externa do anel pélvico (lesão em livro aberto, tipo B1).",,False
ee9b5ad7-e449-4682-a1fe-02917dca8059,TEOT 2023,Cirurgia do Quadril,Fraturas da Cabeça do Fêmur,"Na fratura da cabeça do fêmur, de acordo com a classificação de PIPKIN, a necrose avascular é mais frequente nos tipos",I e II.,I e III.,II e III.,III e IV.,B,I e III.,ROCKWOOD'S,"Gabarito correto: **B**.  A classificação de Pipkin descreve as fraturas da cabeça femoral associadas à luxação do quadril.  Os tipos I e III têm maior risco de necrose avascular. O tipo I  é uma fratura abaixo da fóvea, enquanto o tipo III envolve uma fratura da cabeça femoral + fratura do acetábulo.  A localização da fratura no tipo I  compromete a vascularização retinacular da cabeça femoral, predispondo à necrose avascular. No tipo III, a fratura acetabular associada aumenta ainda mais o dano vascular e, consequentemente, o risco de necrose avascular.  Os tipos II e IV, apesar de graves, não apresentam a mesma propensão à necrose avascular que os tipos I e III. O tipo II é uma fratura acima da fóvea e o tipo IV é uma fratura da cabeça + fratura do colo femoral.
",,False
3ebbd2a4-4af1-4ada-846a-2c136eeca884,TARO 2020,Cirurgia do Quadril,Fraturas Transtrocanterianas,"Na fratura transtrocantérica, a fratura mais frequentemente associada é a da extremidade distal do",rádio ipsilateral.,rádio contralateral.,úmero ipsilateral.,úmero contralateral.,A,rádio ipsilateral.,ROCKWOOD'S,"Em quedas de baixa energia que resultam em fraturas de quadril, as lesões associadas mais comuns são fraturas do rádio distal ou úmero proximal ipsilaterais.",,False
97c3d18d-7664-4076-ad4b-bb46efa9218c,BANCO PRÓPRIO,Cirurgia do Ombro e Cotovelo,Outras síndromes compressivas dos membros superiores,"Na síndrome de hiperabdução do ombro descrita por WRIGHT, estruturas neurovasculares passando pelo tórax são comprimidas ao nível do coracoide pelo músculo",deltoide.,peitoral maior.,coracobraquial.,peitoral menor.,D,peitoral menor.,CAMPBELL'S,"Gabarito correto: D. A síndrome da hiperabdução, ou síndrome de Wright, descreve a compressão do feixe neurovascular (plexo braquial e artéria e veia axilares) no espaço costoclavicular, entre o peitoral menor, a clavícula e a primeira costela.  A abdução e rotação externa do ombro tensionam o peitoral menor, diminuindo esse espaço e causando os sintomas.  O teste de Wright, realizado com a palpação do pulso radial enquanto o paciente realiza hiperabdução e rotação externa do ombro, auxilia no diagnóstico. As demais alternativas apresentam músculos que não participam da compressão neurovascular nesse espaço anatômico descrito na síndrome de Wright.  O peitoral maior, por exemplo, insere-se no úmero e não tem relação direta com o espaço costoclavicular. O coracobraquial, embora se origine do processo coracoide, não comprime o feixe neurovascular na síndrome de Wright. O deltoide, principal abdutor do ombro, também não está envolvido na compressão neurovascular característica dessa síndrome.
",,False
13f7c192-109e-4f4d-8bd6-2933612c7d64,TARO 2022,Ortopedia Pediátrica,Escoliose Congênita e neuromuscular,A escoliose congênita representada na imagem a seguir demonstra defeito de,segmentação com barra unilateral.,segmentação com vértebra em bloco.,formação com hemivértebra semissegmentada.,formação com hemivértebra completamente segmentada.,D,formação com hemivértebra completamente segmentada.,TACHDIJAN'S,"A imagem ilustra uma falha unilateral completa de formação, resultando em uma hemivértebra completamente segmentada, que é um dos tipos de defeito de formação.",,False
23337a7b-6150-4888-9fb6-8b7703e0bc88,TARO 2022,Cirurgia do Quadril,Fraturas do anel pélvico,"Na fratura do anel pélvico, é achado radiográfico sugestivo de cisalhamento vertical a",fratura isolada dos ramos.,fratura do córtex sacral anterior.,"diástase da sínfise púbica de 2,5 cm.",fratura do processo transverso de L5.,D,fratura do processo transverso de L5.,GERALDO MOTA,"A lesão por cisalhamento vertical ocorre quando o vetor de força é dirigido para cima... Além do deslocamento cefálico da hemipelve, a fratura avulsão ipsilateral do processo transverso de L5 é característica.",,False
d2f7e7aa-8da1-46ba-8e76-89ccb24bd427,TARO 2024,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"No trauma raquimedular, a síndrome incompleta mais comum é a",medular central.,medular anterior.,do cone medular.,medular posterior.,A,medular central.,CAMPBELL'S,"Gabarito: A. A síndrome medular central é, de fato, a síndrome incompleta mais comum no trauma raquimedular. Tipicamente, ocorre após um mecanismo de hiperextensão cervical, principalmente em pacientes com doença degenerativa pré-existente, causando compressão da medula espinhal no canal vertebral estreitado.  Clinicamente, caracteriza-se por maior comprometimento motor nos membros superiores em relação aos inferiores, com variável perda sensorial abaixo do nível da lesão. As outras síndromes medulares incompletas, como a anterior (perda da função motora, dor e temperatura com preservação da propriocepção), posterior (perda da propriocepção com preservação da função motora, dor e temperatura) e do cone medular (disfunção de bexiga e intestino, anestesia em sela com preservação variável da função motora dos membros inferiores), são menos frequentes que a central.
",,False
1d9e0e2a-5209-4d9c-866d-6954a207cc26,TEOT 2025,Cirurgia do Quadril,Fraturas do Colo do Fêmur,"Na fratura do colo femoral, a artroplastia total do quadril com duplo acesso é mais comumente indicada no acesso","anterior, com maior risco de necrose avascular.","anterior, com menor risco de necrose avascular.","posterior, com menor risco de necrose avascular.","posterior, com maior risco de necrose avascular.",A,"anterior, com maior risco de necrose avascular.",ROCKWOOD'S,"Gabarito A. Esta questão é altamente problemática e conceitualmente incorreta. O suprimento sanguíneo principal da cabeça femoral (artéria circunflexa medial) corre posteriormente e é colocado em risco pelo acesso POSTERIOR. O acesso ANTERIOR (DAA) foi desenvolvido para preservar essa vascularização (menor risco de NAV). Além disso, a NAV é uma complicação da fratura (ou da osteossíntese), sendo irrelevante na Artroplastia Total (ATQ), que resseca a cabeça. A questão e o gabarito contradizem o conhecimento anatômico padrão.",,False
7cc17095-f72d-4b15-9bca-742c65e7a9b4,TARO 2023,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"Na lesão medular incompleta caracterizada por tetraparesia que acomete mais os membros superiores que os inferiores, o tipo, mecanismo e a faixa etária mais comuns são",medular anterior por hiperflexão em idosos.,medular anterior por hiperflexão em jovens.,medular central por hiperextensão em idosos.,medular central por hiperextensão em jovens.,C,medular central por hiperextensão em idosos.,CAMPBELL'S,"A síndrome do cordão central é a mais comum. Geralmente, os pacientes têm uma tetraparesia envolvendo os membros superiores em maior grau do que os membros inferiores. Esta síndrome geralmente resulta de uma lesão por hiperextensão em um indivíduo mais velho com osteoartrite pré-existente da coluna vertebral.",,False
166520f9-cd46-430f-a410-21b1a2818e27,TEOT 2023,Ciência Básica,Biomecânica do Cotovelo,"Na biomecânica do cotovelo, a força máxima de flexão ocorre em",30 graus.,45 graus.,90 graus.,130 graus.,C,90 graus.,CAMPBELL'S,"Gabarito: C. A força de flexão do cotovelo é máxima com o cotovelo fletido a 90 graus.  Isso se deve à melhor relação comprimento-tensão do bíceps braquial, principal flexor do cotovelo, nesta posição,  permitindo a geração de força ideal.  Com o cotovelo em extensão (alternativas A e B) ou em  flexão acima de 90 graus (alternativa D), a eficiência mecânica do bíceps e braquial  diminui, reduzindo a força de flexão.  Vale lembrar que outros músculos como o braquiorradial  também contribuem para a flexão, mas com menor impacto na força máxima gerada.
",,False
475da04e-6bbd-4fa5-bada-8b416ff718c1,TARO 2020,Ortopedia Pediátrica,Síndrome compartimental,"Na síndrome compartimental da criança, o sintoma mais relevante para o diagnóstico é a",dor.,agitação.,parestesia.,ausência de pulso.,B,agitação.,ROCKWOOD'S PED,"Os ""três As"" podem ser mais úteis para fazer o diagnóstico de síndrome compartimental na população pediátrica: Ansiedade, agitação e aumento da necessidade de analgesia.",,False
b0c09d9b-5314-4045-be5e-ea4a21e4db0c,TARO 2017,Ortopedia Pediátrica,Pé Talus Vertical,"No pé talo vertical, há contratura",do tibial anterior.,da fáscia plantar.,do tibial posterior.,do flexor longo do hálux.,A,do tibial anterior.,LOVELL'S,"A maioria encontrou contraturas do tibial anterior, extensor longo do hálux, extensor curto do hálux, fibular terceiro, fibular longo, fibular curto e tendão de Aquiles.",,False
5fd44001-bdd1-46b9-8b18-5d73aaddb767,BANCO PRÓPRIO,Cirurgia do Ombro e Cotovelo,Deformidade de Sprengel,A indicação de tratamento cirúrgico na deformidade de SPRENGEL baseia-se principalmente,no grau de deformidade estética e na limitação funcional da abdução.,na presença isolada do osso omovertebral na radiografia.,na idade do paciente superior a 10 anos para evitar recidiva.,na associação com escoliose neuromuscular de alto valor angular.,A,no grau de deformidade estética e na limitação funcional da abdução.,GERALDO MOTA,"Gabarito A. A cirurgia (ex: procedimento de WOODWARD ou GREEN modificado) não é indicada em todos os casos. As indicações são reservadas para deformidades estéticas significativas (classificação de CAVENDISH) e, crucialmente, para limitação funcional da abdução do ombro (geralmente abaixo de 100-110 graus), causada pela fixação óssea (osso omovertebral) ou rigidez dos tecidos moles. A idade ideal para a cirurgia é entre 3 e 8 anos; operar após os 10 anos (distrator C) aumenta o risco de lesão do plexo braquial.",,False
6b605b5c-4c9c-404b-ab5b-87e8b729f72e,TARO 2023,Ortopedia Pediátrica,Pé Talus Vertical,"No tratamento de pé talo vertical, a técnica minimamente invasiva que utiliza manipulações e trocas gessadas tipo PONSETI reverso é a descrita por",MANN.,DOBBS.,MOSCA.,STAHELI.,B,DOBBS.,LOVELL'S,"Em 2006, Dobbs et al. relataram o primeiro estudo mostrando a manutenção a curto prazo de uma boa correção em 19 deformidades idiopáticas congênitas de tálus vertical tratadas com gesso tipo Ponseti reverso, seguido por cirurgia minimamente invasiva.",,False
629e0958-0a08-4e87-ab8d-ad1f04fa113c,TARO 2021,Ortopedia Pediátrica,Síndrome compartimental,"Na síndrome compartimental na perna da criança, o preditor mais forte para seu desenvolvimento é",a baixa idade.,o peso > 50 kg.,o déficit neurológico.,a cominuição da fratura.,A,a baixa idade.,ROCKWOOD'S PED,A juventude foi o preditor mais forte para o desenvolvimento de Síndrome Compartimental.,,False
7cd5b4d6-f1af-493f-8312-1479a6e2a5bf,TEOT 2025,Ciência Básica,Exame Físico da Coluna,"Na propedeutica da coluna vertebral, podemos afirmar que o sinal de HOFFMAN é um reflexo",fisiológico e sua ausência sugere compressão medular.,fisiológico e sua presença sugere normalidade da medula espinhal.,patológico e sua presença sugere mielopatia em qualquer nivel.,patológico e sua presença sugere mielopatia no nivel ou acima de C5C6.,D,patológico e sua presença sugere mielopatia no nivel ou acima de C5C6.,CAMPBELL'S,"O gabarito correto é a letra D. O sinal de Hoffman é um reflexo patológico que sugere a presença de mielopatia a nível cervical, geralmente em C5-C6 ou acima.  Ele é elicitado segurando-se o dedo médio do paciente e fletindo a falange distal. Um teste positivo se caracteriza pela flexão do polegar e/ou indicador ipsilateral.  Embora possa ser encontrado em indivíduos saudáveis, sua presença, principalmente de forma assimétrica, deve levantar suspeita para compressão medular cervical.  A alternativa A está incorreta, pois o sinal de Hoffman não é fisiológico. A alternativa B também está incorreta, pois sua presença não indica normalidade, mas sim, potencial patologia. A alternativa C está incorreta, pois embora sugira mielopatia, a localização mais provável da lesão é cervical e não em qualquer nível.
",,False
9948b0a6-ab68-47d4-aefc-7975bbe427e3,TARO 2019,Cirurgia do Quadril,Displasia de desenvolvimento do quadril,A osteotomia periacetabular de BERNESSE é indicada no tratamento da displasia congruente do quadril com o ângulo centro borda,inferior a 20° e TÖNNIS grau 0.,superior a 20° e TÖNNIS grau 0.,inferior a 20° e TÖNNIS grau 2.,superior a 20° e TÖNNIS grau 2.,A,inferior a 20° e TÖNNIS grau 0.,CAMPBELL'S,"A osteotomia periacetabular está claramente indicada para pacientes jovens sintomáticos com displasia do quadril esfericamente congruente, um ângulo LCE inferior a 20 graus e alterações artríticas mínimas ou ausentes (grau Tönnis 0 ou 1).",,False
235687ac-be56-43a6-9243-4741d1ab6f66,TARO 2019,Cirurgia do Quadril,Impacto fêmoro-acetabular,"Na síndrome dolorosa do quadril, no impacto femoroacetabular extra-articular posterior, frequentemente encontra-se",aumento da anteversão e aumento da rotação externa.,aumento da anteversão e diminuição da rotação externa.,diminuição da anteversão e aumento da rotação externa.,diminuição da anteversão e dimuição da rotação externa.,B,aumento da anteversão e diminuição da rotação externa.,CAMPBELL'S,O tipo posterior de impacto extra-articular... Estes quadris tendem a ter aumento da anteversão femoral com rotação externa limitada clinicamente.,https://i.imgur.com/NcFuyRX.png,False
624173bc-252c-4ed9-8a7a-f454985ebced,TEOT 2021,Anatomia,Vias de acesso do joelho,"No acesso posteromedial ao joelho visualizado na imagem a seguir, descrito por GALLA e LOBEHOFFER e modificado por FAKLER, a dissecção ocorre entre",o grácil e o semitendíneo.,o semitendíneo e o semimembranoso.,o grácil e o gastrocnêmio medial.,o semimembranoso e o gastrocnêmio medial.,D,o semimembranoso e o gastrocnêmio medial.,CAMPBELL'S,"Gabarito: D. A descrição da via posteromedial de acesso cirúrgico ao joelho, como proposta por Galla e Lobehoffer e posteriormente modificada por Fakler, envolve a dissecção entre os músculos semimembranoso e gastrocnêmio medial. Essa via oferece uma exposição adequada das estruturas posteromediais do joelho, como o canto posteromedial, o ligamento colateral medial posterior e o menisco medial posterior, sendo especialmente útil em procedimentos como liberações de contraturas em flexão, reparos de lesões ligamentares e meniscais posteriores, bem como ressecções de cistos poplíteos.  As outras alternativas descrevem planos de dissecção que não correspondem à via posteromedial clássica.  A dissecção entre o grácil e o semitendíneo (A), ou entre este último e o semimembranoso (B), levaria a planos mais anteriores no compartimento medial da coxa. Já a dissecção entre o grácil e o gastrocnêmio medial (C) não exporia adequadamente as estruturas articulares posteriores do joelho.
",https://i.imgur.com/BXs17E5.jpeg,False
51ee109b-f054-4da9-9e1b-e38d58bf0c2e,TARO 2018,Ciência Básica,Biomecânica do Joelho,A atividade de vida diária que mais exige flexão do joelho é,correr.,caminhar.,subir escadas.,descer escadas.,D,descer escadas.,CAMPBELL'S,"Em estudos cinemáticos... a marcha normal exigiu 67 graus de flexão... 83 graus para subir escadas, 90 graus para descer escadas e 93 graus para levantar de uma cadeira.",,False
663284b0-e27b-44dd-9847-b74e3cb49da7,TARO 2017,Cirurgia do Ombro e Cotovelo,Lesões dos Nervos Periféricos e do plexo braquial,"Na lesão do nervo axilar, ocorre hipoestesia no braço nas faces",lateral e inferior.,medial e inferior.,lateral e superior.,medial e superior.,C,lateral e superior.,ROCKWOOD'S,Hipoestesia sobre o aspecto lateral do braço proximal sugere uma lesão do nervo axilar.,,False
570114d3-f765-4614-981b-e65f8eed1f25,TARO 2018,Ortopedia Pediátrica,Fraturas da coluna na criança,"Na lesão lombar da criança, a fratura da placa terminal é mais comum no gênero",feminino e no segmento L3-L4.,feminino e no segmento L4-L5.,masculino e no segmento L3-L4.,masculino e no segmento L4-L5.,D,masculino e no segmento L4-L5.,JUPITER,"A lesão ocorre em L4-L5 ou L5-S1 em 92% dos casos... A entidade foi observada mais comumente em homens na proporção de 2,85 para 1.",,False
e73b7d09-3c2b-4b8f-bcf8-7f9718b19e62,TEOT 2023,Ciência Básica,Traumatismo Raquimedular e síndrome da cauda equina,"No trauma raquimedular, após o nível da lesão ter sido estabelecido, a gliose da medula espinhal surge em aproximadamente",um dia.,três dias.,sete dias.,quinze dias.,C,sete dias.,ROCKWOOD'S,"Gabarito correto: **C**. A gliose, que representa a proliferação de astrócitos e formação de tecido cicatricial glial na medula espinhal após uma lesão traumática, inicia-se por volta de 7 dias após o trauma.  Nos primeiros dias (1 a 3 dias), o processo inflamatório agudo predomina, com infiltrado de neutrófilos e macrófagos.  A partir da primeira semana, inicia-se a proliferação astrocitária e a formação da cicatriz glial, que se consolida em algumas semanas, representando um obstáculo para a regeneração axonal.  Portanto, as alternativas ""A"" (um dia), ""B"" (três dias) e ""D"" (quinze dias) não correspondem ao período inicial da gliose.
",,False
a452ab85-cc26-49a4-acb4-b4cf4aae72da,TARO 2021,Ortopedia Pediátrica,Fraturas da coluna na criança,A lesão cervical em menor de 8 anos de idade é mais comum no segmento atlantoaxial devido a,cabeça menor comparada ao corpo.,facetas articulares mais verticalizadas.,maior tendência à translação posterior.,maior mobilidade por causa da frouxidão ligamentar.,D,maior mobilidade por causa da frouxidão ligamentar.,ROCKWOOD'S PED,"A coluna imatura é hipermóvel devido à frouxidão ligamentar, e as articulações facetárias são orientadas em uma posição mais horizontal; ambas as propriedades predispõem as crianças a uma maior translação anterior.",,False
